name,street,city,visit,infractions
Fraternal Order Of Eagles,246  Wellington Street,Sault Ste. Marie,2015-12-18,No infractions found at the time of inspection
Fraternal Order Of Eagles,246  Wellington Street,Sault Ste. Marie,2013-12-11,"Mechanical dishwashing: Wash / rinse water clean, water temperature, timing cycles, sanitizer"
Fraternal Order Of Eagles,246  Wellington Street,Sault Ste. Marie,2013-12-11,Proper use and storage of clean utensils (including single service utensils)
Fraternal Order Of Eagles,246  Wellington Street,Sault Ste. Marie,2013-12-11,No infractions found at the time of inspection
Fraternal Order of Eagles,20 Trout Lake Road,Aweres Twp,2017-08-03,No infractions found at the time of inspection
Fraternal Order of Eagles,20 Trout Lake Road,Aweres Twp,2017-08-03,No infractions found at the time of inspection
Fraternal Order of Eagles,20 Trout Lake Road,Aweres Twp,2017-03-29,"Floors, walls, and ceilings clean and in good repair"
Fraternal Order of Eagles,20 Trout Lake Road,Aweres Twp,2017-03-29,"Mechanical dishwashing: Wash / rinse water clean, water temperature, timing cycles, sanitizer"
Fraternal Order of Eagles,20 Trout Lake Road,Aweres Twp,2017-03-29,No infractions found at the time of inspection
Fraternal Order of Eagles,20 Trout Lake Road,Aweres Twp,2016-11-24,"Mechanical dishwashing: Wash / rinse water clean, water temperature, timing cycles, sanitizer"
Fraternal Order of Eagles,20 Trout Lake Road,Aweres Twp,2016-11-24,No infractions found at the time of inspection
Frenchie's Fish House,1340 Great Northern Road,Sault Ste. Marie,2017-10-18,"Floors, walls, and ceilings clean and in good repair"
Frenchie's Fish House,1340 Great Northern Road,Sault Ste. Marie,2017-10-18,No infractions found at the time of inspection
Frenchie's Fish House,1340 Great Northern Road,Sault Ste. Marie,2017-04-28,No infractions found at the time of inspection
Frenchie's Fish House,1340 Great Northern Road,Sault Ste. Marie,2017-04-28,Food protected from potential contamination and adulteration
Frenchie's Fish House,1340 Great Northern Road,Sault Ste. Marie,2016-04-21,Food protected from potential contamination and adulteration
Frenchie's Fish House,1340 Great Northern Road,Sault Ste. Marie,2016-04-21,No infractions found at the time of inspection
Freshly Squeezed,293 Bay Street,Sault Ste. Marie,2016-08-18,Separate hand washing basin provided for food handlers
Freshly Squeezed,293 Bay Street,Sault Ste. Marie,2016-08-18,Thermometers used to verify food preparation and storage temperatures;
Freshly Squeezed,293 Bay Street,Sault Ste. Marie,2016-08-18,Food contact surfaces washed / rinsed / sanitized after each use and following any operations when contamination may have occurred
Freshly Squeezed,293 Bay Street,Sault Ste. Marie,2016-08-18,Sanitize test kit / thermometer readily available for verifying dishwashing and sanitizing temperatures
Freshly Squeezed,293 Bay Street,Sault Ste. Marie,2015-12-11,Separate hand washing basin provided for food handlers
Freshly Squeezed,293 Bay Street,Sault Ste. Marie,2015-12-11,No infractions found at the time of inspection
Freshly Squeezed,293 Bay Street,Sault Ste. Marie,2014-07-29,No infractions found at the time of inspection
Freshly Squeezed,293 Bay Street,Sault Ste. Marie,2014-07-29,No infractions found at the time of inspection
Galaxy Cinemas,293 Bay Street,Sault Ste. Marie,2016-08-25,"Floors, walls, and ceilings clean and in good repair"
Galaxy Cinemas,293 Bay Street,Sault Ste. Marie,2016-08-25,No infractions found at the time of inspection
Galaxy Cinemas,293 Bay Street,Sault Ste. Marie,2015-12-07,No infractions found at the time of inspection
Galaxy Cinemas,293 Bay Street,Sault Ste. Marie,2015-12-07,No infractions found at the time of inspection
Galaxy Cinemas,293 Bay Street,Sault Ste. Marie,2014-11-25,No infractions found at the time of inspection
Galaxy Cinemas,293 Bay Street,Sault Ste. Marie,2014-11-25,No infractions found at the time of inspection
Galilean Bible Camp (Kitchen),1259 Granary Lake Rd,Blind River,2017-06-28,No infractions found at the time of inspection
Galilean Bible Camp (Kitchen),1259 Granary Lake Rd,Blind River,2017-06-28,No infractions found at the time of inspection
Galilean Bible Camp (Kitchen),1259 Granary Lake Rd,Blind River,2016-06-29,No infractions found at the time of inspection
Galilean Bible Camp (Kitchen),1259 Granary Lake Rd,Blind River,2016-06-29,No infractions found at the time of inspection
Galilean Bible Camp (Kitchen),1259 Granary Lake Rd,Blind River,2015-06-24,No infractions found at the time of inspection
Galilean Bible Camp (Kitchen),1259 Granary Lake Rd,Blind River,2015-06-24,Food contact surfaces washed / rinsed / sanitized after each use and following any operations when contamination may have occurred
Garderie Educative De Dubreuilville Superior Children's centre,159 Avenue Du Parc,Dubreuilville,2017-08-29,No infractions found at the time of inspection
Garderie Educative De Dubreuilville Superior Children's centre,159 Avenue Du Parc,Dubreuilville,2017-08-29,No infractions found at the time of inspection
Garderie Educative De Dubreuilville Superior Children's centre,159 Avenue Du Parc,Dubreuilville,2017-06-29,No infractions found at the time of inspection
Garderie Educative De Dubreuilville Superior Children's centre,159 Avenue Du Parc,Dubreuilville,2017-06-29,No infractions found at the time of inspection
Garderie Educative De Dubreuilville Superior Children's centre,159 Avenue Du Parc,Dubreuilville,2016-11-29,No infractions found at the time of inspection
Garderie Educative De Dubreuilville Superior Children's centre,159 Avenue Du Parc,Dubreuilville,2016-11-29,No infractions found at the time of inspection
Garderie Francophone Superior Children's Centre,101 Churchill Ave.,Wawa,2017-08-15,"Floors, walls, and ceilings clean and in good repair"
Garderie Francophone Superior Children's Centre,101 Churchill Ave.,Wawa,2017-08-15,"Food contact surfaces properly designed, constructed, installed and maintained"
Garderie Francophone Superior Children's Centre,101 Churchill Ave.,Wawa,2017-08-15,Mechanical ventilation operable where required
Garderie Francophone Superior Children's Centre,101 Churchill Ave.,Wawa,2017-08-15,No infractions found at the time of inspection
Garderie Francophone Superior Children's Centre,101 Churchill Ave.,Wawa,2017-08-01,"Floors, walls, and ceilings clean and in good repair"
Garderie Francophone Superior Children's Centre,101 Churchill Ave.,Wawa,2017-08-01,"Food contact surfaces properly designed, constructed, installed and maintained"
Garderie Francophone Superior Children's Centre,101 Churchill Ave.,Wawa,2017-08-01,Mechanical ventilation operable where required
Garderie Francophone Superior Children's Centre,101 Churchill Ave.,Wawa,2017-08-01,No infractions found at the time of inspection
Garderie Francophone Superior Children's Centre,101 Churchill Ave.,Wawa,2017-03-17,No infractions found at the time of inspection
Garderie Francophone Superior Children's Centre,101 Churchill Ave.,Wawa,2017-03-17,No infractions found at the time of inspection
Garderie Nouveau Depart,140 Hillside Street North,Elliot Lake,2017-09-27,No infractions found at the time of inspection
Garderie Nouveau Depart,140 Hillside Street North,Elliot Lake,2017-09-27,No infractions found at the time of inspection
Garderie Nouveau Depart,140 Hillside Street North,Elliot Lake,2017-01-31,No infractions found at the time of inspection
Garderie Nouveau Depart,140 Hillside Street North,Elliot Lake,2017-01-31,No infractions found at the time of inspection
Garderie Nouveau Depart,140 Hillside Street North,Elliot Lake,2016-09-02,No infractions found at the time of inspection
Garderie Nouveau Depart,140 Hillside Street North,Elliot Lake,2016-09-02,No infractions found at the time of inspection
Gem Variety,80  Hergott Avenue,Elliot Lake,2017-01-11,No infractions found at the time of inspection
Gem Variety,80  Hergott Avenue,Elliot Lake,2017-01-11,No infractions found at the time of inspection
Gem Variety,80  Hergott Avenue,Elliot Lake,2016-03-15,No infractions found at the time of inspection
Gem Variety,80  Hergott Avenue,Elliot Lake,2016-03-15,No infractions found at the time of inspection
Gem Variety,80  Hergott Avenue,Elliot Lake,2015-03-24,No infractions found at the time of inspection
Gem Variety,80  Hergott Avenue,Elliot Lake,2015-03-24,No infractions found at the time of inspection
Georges Restaurant,5 Mountain Road,Elliot Lake,2017-10-26,No infractions found at the time of inspection
Georges Restaurant,5 Mountain Road,Elliot Lake,2017-10-26,No infractions found at the time of inspection
Georges Restaurant,5 Mountain Road,Elliot Lake,2017-02-15,No infractions found at the time of inspection
Georges Restaurant,5 Mountain Road,Elliot Lake,2017-02-15,No infractions found at the time of inspection
Georges Restaurant,5 Mountain Road,Elliot Lake,2016-10-04,No infractions found at the time of inspection
Georges Restaurant,5 Mountain Road,Elliot Lake,2016-10-04,No infractions found at the time of inspection
Getaway Restaurant,30  Bay Street,Sault Ste. Marie,2017-10-19,Food protected from potential contamination and adulteration
Getaway Restaurant,30  Bay Street,Sault Ste. Marie,2017-10-19,No infractions found at the time of inspection
Getaway Restaurant,30  Bay Street,Sault Ste. Marie,2017-05-15,No infractions found at the time of inspection
Getaway Restaurant,30  Bay Street,Sault Ste. Marie,2017-05-15,Hot holding: minimum of 60°C (140°F) after cooking / rapid re-heating
Getaway Restaurant,30  Bay Street,Sault Ste. Marie,2016-10-24,No infractions found at the time of inspection
Getaway Restaurant,30  Bay Street,Sault Ste. Marie,2016-10-24,No infractions found at the time of inspection
Gilbertsons Pancake House,3091 Huron Line,Richard's Landing,2017-03-14,"Manual dishwashing: Wash, rinse, sanitize technique"
Gilbertsons Pancake House,3091 Huron Line,Richard's Landing,2017-03-14,No infractions found at the time of inspection
Gilbertsons Pancake House,3091 Huron Line,Richard's Landing,2016-08-10,"Manual dishwashing: Wash, rinse, sanitize technique"
Gilbertsons Pancake House,3091 Huron Line,Richard's Landing,2016-08-10,No infractions found at the time of inspection
Gilbertsons Pancake House,3091 Huron Line,Richard's Landing,2016-03-14,"Manual dishwashing: Wash, rinse, sanitize technique"
Gilbertsons Pancake House,3091 Huron Line,Richard's Landing,2016-03-14,No infractions found at the time of inspection
Gino's Restaurant,1076 Great Northern Road,Sault Ste. Marie,2017-11-03,No infractions found at the time of inspection
Gino's Restaurant,1076 Great Northern Road,Sault Ste. Marie,2017-11-03,No infractions found at the time of inspection
Gino's Restaurant,1076 Great Northern Road,Sault Ste. Marie,2017-06-29,Food is held at 4°C (40°F) or less
Gino's Restaurant,1076 Great Northern Road,Sault Ste. Marie,2017-06-29,Thermometers used to verify food preparation and storage temperatures;
Gino's Restaurant,1076 Great Northern Road,Sault Ste. Marie,2017-06-29,No infractions found at the time of inspection
Gino's Restaurant,1076 Great Northern Road,Sault Ste. Marie,2017-03-06,No infractions found at the time of inspection
Gino's Restaurant,1076 Great Northern Road,Sault Ste. Marie,2017-03-06,No infractions found at the time of inspection
Giovanni's Spaghetti Bowl,516 Great Northern Road,Sault Ste. Marie,2017-08-23,No infractions found at the time of inspection
Giovanni's Spaghetti Bowl,516 Great Northern Road,Sault Ste. Marie,2017-08-23,No infractions found at the time of inspection
Giovanni's Spaghetti Bowl,516 Great Northern Road,Sault Ste. Marie,2017-04-24,Food protected from potential contamination and adulteration
Giovanni's Spaghetti Bowl,516 Great Northern Road,Sault Ste. Marie,2017-04-24,No infractions found at the time of inspection
Giovanni's Spaghetti Bowl,516 Great Northern Road,Sault Ste. Marie,2016-12-19,Food contact surfaces washed / rinsed / sanitized after each use and following any operations when contamination may have occurred
Giovanni's Spaghetti Bowl,516 Great Northern Road,Sault Ste. Marie,2016-12-19,Re-heating: to original cooking temperature within 2 hours
Giovanni's Spaghetti Bowl,516 Great Northern Road,Sault Ste. Marie,2016-12-19,Thermometers used to verify food preparation and storage temperatures;
Gliss,180 Bay Street,Sault Ste. Marie,2017-11-14,"Equipment, non-food contact surfaces and linen are maintained, designed, constructed, installed and accessible for cleaning"
Gliss,180 Bay Street,Sault Ste. Marie,2017-11-14,"Floors, walls, and ceilings clean and in good repair"
Gliss,180 Bay Street,Sault Ste. Marie,2017-11-14,Food contact surfaces washed / rinsed / sanitized after each use and following any operations when contamination may have occurred
Gliss,180 Bay Street,Sault Ste. Marie,2017-11-14,"Mechanical dishwashing: Wash / rinse water clean, water temperature, timing cycles, sanitizer"
Gliss,180 Bay Street,Sault Ste. Marie,2017-11-14,Food protected from potential contamination and adulteration
Gliss,180 Bay Street,Sault Ste. Marie,2017-11-14,Hand washing basin with supplies of soap and paper towels in dispensers
Gliss,180 Bay Street,Sault Ste. Marie,2017-11-14,Separate hand washing basin provided for food handlers
Gliss,180 Bay Street,Sault Ste. Marie,2017-11-14,Separate raw foods from ready-to-eat foods during storage and handling
Gliss,180 Bay Street,Sault Ste. Marie,2017-08-29,Hand washing basin with supplies of soap and paper towels in dispensers
Gliss,180 Bay Street,Sault Ste. Marie,2017-08-29,Sanitize test kit / thermometer readily available for verifying dishwashing and sanitizing temperatures
Gliss,180 Bay Street,Sault Ste. Marie,2017-08-29,No infractions found at the time of inspection
Gliss,180 Bay Street,Sault Ste. Marie,2017-08-22,"Adequate protection against the entrance of insects, birds, rodents, and other pests and animals"
Gliss,180 Bay Street,Sault Ste. Marie,2017-08-22,"Floors, walls, and ceilings clean and in good repair"
